user	credit_mean	credit_std	credit_interarr_mean	credit_interarr_std	debit_mean	debit_std	debit_interarr_mean	debit_interarr_std	perp_in	perp_out
462	-1.9663301956278412	-1.9725839894353234	-1.9866620045432548	-1.969863329060933	1.5620961675609664	-0.46029393636422616	-1.6054362121876367	-1.6578711105515584	-1.4846199161528186	-1.6931293878056874
471	-1.8273624438917253	-1.805255647275519	16.97590361445784	9.97766046490235	1.9142660968577927	-1.9335201782341886	-1.4501562698872872	-1.4946380389039609	-1.2509966681150992	-0.17093495195629932
532	-2.0	-2.0	-2.0	-2.0	1.9252644685608464	-1.7079489490852273	-1.9904733089461806	-1.975729260743121	-2.0	-0.18910999314422022
631	-0.9536285999476372	-2.0	-2.0	-2.0	1.6652130965552951	-1.2536388632472504	-1.9565794592191463	-1.8953964716133247	-2.0	3.2639854636368524
641	-1.2189706364271067	-0.6991228662730299	-1.9397590361445782	-1.9230318137774443	1.4944257182978615	-1.205278529365269	-1.894782989916703	-1.8841396362836362	-1.7080747968317112	-2.0
653	-1.8539646117511017	-1.9257429951896354	3.980284775465502	3.4351546323256636	1.922523331447938	-1.901704749691654	-1.4350848625289658	-0.35459897383329353	-0.8764949864024156	1.2426787058240867
793	-1.9945658722782214	-1.9904644141829964	-1.8274917853231105	-1.5893841845700392	1.9952299562148115	-1.9902331089254572	-1.5490699567858703	-1.3304379609835206	-1.2989668237803886	-1.456294354514411
822	-1.9996313878546543	-1.996511148638643	-1.8387990464531923	-1.7030419257876663	1.999896780263701	-1.9999314637898544	-1.9575085151586686	-1.917181719433473	0.8330766003470492	-2.0
824	0.11314624282276187	19.22289848667675	-1.2730010952902515	-1.2162482582686656	1.3407282727171257	-0.2483294509276525	-0.3340640070144662	-0.32992069937913177	6.561661818842589	-0.272068413589289
920	-1.161411530983792	-0.8051357329234153	-0.5661654883998798	-0.6387873847607678	1.6998767477801922	-1.7009500769991537	0.12187637001315352	0.6720694024256959	-1.0877656271498264	-1.2145447846690163
1233	-1.9981155746604828	-1.9953426220072379	-1.9955666823136704	-1.9585379889535512	1.998412423865642	-1.9967981697782928	-2.0	-2.0	-1.950194513435434	-1.714998551818106
1374	-2.0	-2.0	-2.0	-2.0	1.9382425354937325	-1.8883081598523026	-1.999970403091397	-1.99890809875252	-2.0	8.553962379299914
1380	-1.9887194160812205	-1.9898524056519575	15.51369112814897	8.049169929737316	1.3536508289179312	-1.3756266550047878	-1.7747986801725926	-1.695749625537356	-0.8764949864024156	-2.0
1474	-1.975466484743023	-1.9717375200961793	-1.9835706462212486	-1.9551128857751685	1.9919335943200125	-1.993798535439991	-1.991231915826392	-1.9539617598069055	-1.5704127486056836	-1.9620293887691245
1637	-1.9944200688959675	-1.9847260529194626	-2.0	-2.0	1.9978585529721122	-1.9937395954090091	-1.9919063838397464	-1.9687231747621559	-2.0	-2.0
1674	-1.4006021514574443	-1.2207683281757848	-1.2203524843174345	0.40148895467770346	0.9218297704456934	-0.9144343958167295	-0.9193336256028047	0.8414731503043427	-1.3338075127687272	-1.2968134847950914
1747	-0.7942440434113166	2.010609260842476	-1.704271631982475	-1.8271786093874858	1.8400047494542593	-2.0	-2.0	-2.0	-1.4006138376323751	-2.0
1912	-1.9793954029032306	-1.9122346364918783	-0.9255202628696599	-0.8588396618567448	1.9931126062538298	-1.986005776008307	-1.5236328774250734	-1.340201312814887	6.703345299624618	-1.258771923824223
1932	-1.6710792797490044	-0.4683358332096605	-0.6584030133839127	0.11872092347444385	1.235905629022	-1.093089614142255	3.6721533617631867	7.033751761740639	6.746424851527184	0.5293030562329697
1970	-1.9950587385395606	-1.9954162997174743	-2.0	-2.0	1.9978410986695285	-1.998294480916689	-2.0	-2.0	-2.0	-2.0
2111	-1.9976944293473378	-1.996392847045053	-1.950711938663746	-1.8415670327777292	1.9979548353603755	-1.99800373608238	-1.9463178519983177	-1.8382521437806252	-1.962055694185287	-2.0
2119	-1.9695227831621152	-1.9611266872563493	-1.820770686049985	-1.5338904188196063	1.9745568545919587	-1.9709988958279654	-1.7916290584624905	-1.5107817599929247	-1.7823252914192758	-1.6847553803071174
2169	-1.9850532504670062	-1.965118197867486	-1.7574508560558022	-1.3771108193216421	1.9927431955791473	-1.9884122631181542	-1.8607199290983698	-1.6000113630343888	-2.0	-2.0
2183	88.47241144104689	136.9959324290701	-1.840342966959864	-1.7785926514234895	-67.16172035516554	84.62867408923479	-1.803205221881241	-1.6310413364392384	-1.6438135557813713	-1.5512071809813204
2374	-1.9974356838769214	-1.9980689176770332	-1.7412376779846659	-1.6341388375401749	1.9726559274581001	-1.9729899748676045	-1.768522577816747	-1.6651076836072003	-1.4994509779171221	-1.1535972307773343
